,primary_fuel,state,county,postcode
8186,Oil,New York,Westchester County,10701
8187,Gas,Indiana,Saint Joseph County,46552
8188,Waste,Missouri,Buchanan County,64507
8189,Oil,Michigan,Gratiot County,48880
8190,Nuclear,Florida,Saint Lucie County,34949
8191,Oil,Ohio,Auglaize County,45885
8192,Oil,Alaska,Kusilvak Census Area,99658
8193,Coal,Pennsylvania,Schuylkill County,17976
8194,Waste,Minnesota,Ramsey County,55102
8195,Hydro,South Carolina,Berkeley County,29479
8196,Solar,Vermont,Franklin County,05478
8197,Oil,Minnesota,Winona County,55972
8198,Gas,Louisiana,St. Charles Parish,70079
8199,Solar,Minnesota,Winona County,
8200,Solar,Minnesota,Stearns County,56301
8201,Oil,New York,,11691
8202,Oil,New York,Westchester County,10701
8203,Solar,Massachusetts,Worcester County,01507
8204,Solar,New York,Jefferson County,13601
8205,Oil,New York,Orange County,12550
8206,Cogeneration,Louisiana,St. Mary Parish,
8207,Oil,New York,,11360
8208,Solar,South Carolina,Calhoun County,29135
8209,Oil,Minnesota,Rice County,55057
8210,Wind,Minnesota,Rice County,55057
8211,Solar,Minnesota,Hennepin County,55450
8212,Solar,North Carolina,Robeson County,28384
8213,Solar,North Carolina,Robeson County,28384
8214,Oil,New Jersey,Passaic County,07503
8215,Oil,Kansas,Stafford County,67578
8216,Storage,Vermont,Rutland County,05701
8217,Solar,Connecticut,Capitol Region COG,06076
8218,Solar,Massachusetts,Worcester County,01611
8219,Solar,Massachusetts,Worcester County,01611
8220,Solar,Massachusetts,Worcester County,01611
8221,Solar,California,Sonoma County,
8222,Solar,North Carolina,Vance County,
8223,Wind,Minnesota,Pipestone County,
8224,Solar,North Carolina,Vance County,27556
8225,Hydro,Utah,Salt Lake County,
8226,Hydro,California,Sierra County,
8227,Gas,Missouri,Gentry County,64489
8228,Gas,Florida,Escambia County,32503
8229,Solar,California,Santa Clara County,94301
8230,Hydro,California,Tuolumne County,95233
8231,Coal,Florida,Orange County,32831
8232,Wind,Texas,Martin County,79782
8233,Solar,California,Los Angeles County,90638
8234,Wind,Oregon,Sherman County,
8235,Solar,North Carolina,Durham County,27704
8236,Gas,California,,91730
8237,Hydro,New York,Saint Lawrence County,
8238,Solar,North Carolina,Sampson County,28328
8239,Solar,Florida,Duval County,32226
8240,Solar,Oregon,Harney County,
8241,Oil,South Dakota,Grant County,57252
8242,Oil,Iowa,Marshall County,50247
8243,Oil,Illinois,McLean County,61710
8244,Oil,Texas,Dallas County,75063
8245,Oil,Georgia,Fulton County,30005
8246,Gas,Missouri,Jasper County,66739
8247,Solar,Massachusetts,Hampden County,01079
8248,Solar,California,San Bernardino County,
8249,Oil,North Carolina,Iredell County,28625
8250,Oil,North Carolina,Iredell County,28625
8251,Solar,North Carolina,Rowan County,27013
8252,Storage,Massachusetts,Norfolk County,02188
8253,Gas,Missouri,Jackson County,64056
8254,Oil,Missouri,Jackson County,64055
8255,Solar,Indiana,Clay County,47881
8256,Geothermal,Nevada,Washoe County,89511
8257,Geothermal,Nevada,Washoe County,89521
8258,Geothermal,Nevada,Washoe County,89521
8259,Solar,Minnesota,Stearns County,56310
8260,Solar,Minnesota,Stearns County,56307
8261,Oil,Alaska,Nome,99671
8262,Solar,Oregon,Polk County,97396
8263,Solar,New York,Erie County,14218
8264,Solar,New York,Erie County,14010
8265,Solar,New York,Erie County,14218
8266,Solar,New York,Erie County,14218
8267,Wind,New York,Erie County,14218
8268,Wind,New York,Erie County,14218
8269,Wind,Nebraska,Jefferson County,68377
8270,Wind,Texas,Kenedy County,
8271,Solar,California,San Luis Obispo County,93406
8272,Wind,Texas,Borden County,79351
8273,Storage,New York,Rensselaer County,12168
8274,Oil,Kansas,Rice County,67579
8275,Wind,New Mexico,Lea County,
8276,Solar,Colorado,Logan County,80751
8277,Gas,New York,Oneida County,13461
8278,Solar,Texas,Hunt County,75401
8279,Gas,Louisiana,Ouachita Parish,71280
8280,Solar,New York,Suffolk County,11971
8281,Solar,Massachusetts,Worcester County,01005
8282,Wind,Maine,Washington County,
8283,Wind,Maine,Washington County,
8284,Oil,Minnesota,Stevens County,56267
8285,Hydro,Georgia,Columbia County,30990
8286,Hydro,New Hampshire,Merrimack County,03235
8287,Hydro,Wisconsin,Portage County,54881
8288,Gas,Wisconsin,Portage County,54921
8289,Hydro,Connecticut,Greater Bridgeport COG,06483
8290,Hydro,Arizona,Maricopa County,
8291,Hydro,New York,Saratoga County,12822
8292,Solar,North Carolina,Alexander County,28678
8293,Hydro,Wisconsin,Oconto County,54154
8294,Hydro,Maine,Penobscot County,04468
8295,Gas,Oklahoma,Payne County,74075
8296,Geothermal,Nevada,Churchill County,
8297,Hydro,New York,Saratoga County,12170
8298,Hydro,Maine,Penobscot County,04468
8299,Hydro,New York,Herkimer County,13420
8300,Oil,Oklahoma,Payne County,74032
8301,Wind,Montana,Stillwater County,
8302,Oil,Florida,Monroe County,33040
8303,Gas,Kansas,Rooks County,
8304,Solar,New Jersey,Atlantic County,08241
8305,Waste,California,San Joaquin County,95203
8306,Hydro,Missouri,Cedar County,65785
8307,Waste,Montana,Flathead County,59937
8308,Hydro,Oregon,Clackamas County,
8309,Solar,Massachusetts,Bristol County,02357
8310,Solar,North Carolina,Robeson County,28358
8311,Wind,Minnesota,Pipestone County,56186
8312,Gas,Virginia,Loudoun County,
8313,Wind,Michigan,Missaukee County,
8314,Oil,Massachusetts,Hampden County,01022
8315,Gas,New York,Suffolk County,11794
8316,Wind,Pennsylvania,Somerset County,
8317,Wind,New York,Wyoming County,14145
8318,Hydro,California,Glenn County,95939
8319,Wind,Iowa,Cherokee County,51005
8320,Wind,Iowa,Cherokee County,51005
8321,Solar,New Mexico,San Miguel County,
8322,Oil,Iowa,Story County,50248
8323,Wind,Iowa,Hamilton County,50248
8324,Solar,North Carolina,Orange County,27302
8325,Solar,Massachusetts,Middlesex County,01775
8326,Solar,California,Sacramento County,94834
8327,Solar,New York,Ontario County,14456
8328,Hydro,Wyoming,Lincoln County,83112
8329,Solar,Iowa,Clayton County,52076
8330,Wind,Illinois,Livingston County,60460
8331,Gas,Iowa,Black Hawk County,50613
8332,Solar,North Carolina,Randolph County,
8333,Hydro,Colorado,Douglas County,
8334,Solar,California,Fresno County,93627
8335,Oil,Ohio,Williams County,43557
8336,Storage,New Jersey,Warren County,08865
8337,Gas,Texas,Cherokee County,
8338,Oil,Iowa,Guthrie County,50250
8339,Oil,Nebraska,Holt County,68780
8340,Hydro,New York,Ulster County,12486
8341,Oil,Michigan,Saint Joseph County,49091
8342,Solar,Arkansas,Arkansas County,
8343,Hydro,New York,Columbia County,12174
8344,Gas,Florida,Leon County,32308
8345,Oil,Missouri,Macon County,63552
8346,Oil,Missouri,Macon County,63552
8347,Gas,South Carolina,Orangeburg County,29115
8348,Waste,Ohio,Perry County,43739
8349,Solar,Massachusetts,Middlesex County,01778
8350,Solar,Vermont,Rutland County,05778
8351,Solar,New Mexico,Sandoval County,87144
8352,Waste,Virginia,Suffolk (city),23434
8353,Gas,Indiana,Vigo County,47885
8354,Hydro,New York,Saint Lawrence County,13699
8355,Solar,North Carolina,Gates County,27969
8356,Solar,New York,Saratoga County,12148
8357,Hydro,Colorado,Lake County,
8358,Hydro,Oregon,Clackamas County,97068
8359,Oil,Illinois,Moultrie County,61951
8360,Solar,New York,Sullivan County,12754
8361,Solar,Massachusetts,Bristol County,02746
8362,Solar,Indiana,Sullivan County,47850
8363,Solar,Arizona,Cochise County,85606
8364,Gas,Washington,Whatcom County,98295
8365,Hydro,Washington,Grant County,98853
8366,Solar,California,Los Angeles County,93536
8367,Solar,California,Los Angeles County,93536
8368,Solar,California,Los Angeles County,93536
8369,Solar,California,Los Angeles County,93536
8370,Solar,California,Los Angeles County,93536
8371,Solar,California,Los Angeles County,
8372,Solar,New Jersey,Middlesex County,08837
8373,Solar,North Carolina,Currituck County,27958
8374,Gas,Iowa,Union County,
8375,Gas,Ohio,Portage County,44240
8376,Solar,New Jersey,Burlington County,08036
8377,Oil,Iowa,Bremer County,50674
8378,Gas,Michigan,Wayne County,48111
8379,Waste,Michigan,Wayne County,48111
8380,Solar,Mississippi,Lamar County,
8381,Solar,Mississippi,Lamar County,
8382,Solar,California,Kings County,93204
8383,Solar,North Carolina,Warren County,27586
8384,Solar,North Carolina,Perquimans County,
8385,Solar,North Carolina,Perquimans County,
8386,Solar,California,Merced County,93620
8387,Gas,Nevada,Clark County,89142
8388,Wind,Minnesota,Lincoln County,
8389,Oil,Georgia,Fulton County,30308
8390,Solar,California,Riverside County,95239
8391,Solar,Colorado,Alamosa County,81146
8392,Solar,Texas,Bexar County,78221
8393,Solar,Texas,Bexar County,78221
8394,Solar,Texas,Bexar County,78069
8395,Solar,New Mexico,Otero County,
8396,Solar,New Mexico,Doña Ana County,
8397,Solar,Minnesota,Dakota County,55024
8398,Solar,California,San Bernardino County,91739
8399,Solar,Minnesota,Steele County,55049
8400,Solar,California,CAL Fire San Bernardino Unit,91761
8401,Solar,California,Solano County,94534
8402,Solar,California,Riverside County,
8403,Solar,North Carolina,New Hanover County,28401
8404,Solar,California,Ventura County,93030
8405,Solar,California,Riverside County,92551
8406,Solar,California,San Bernardino County,
8407,Solar,North Carolina,Halifax County,27874
8408,Solar,Vermont,Windsor County,05068
8409,Gas,California,,93561
8410,Oil,Pennsylvania,Snyder County,17870
8411,Gas,Arizona,Pinal County,
8412,Solar,Massachusetts,Franklin County,01375
8413,Solar,North Carolina,Wake County,27592
8414,Solar,North Carolina,Halifax County,27890
8415,Wind,North Dakota,Morton County,
8416,Solar,New York,Dutchess County,12508
8417,Coal,Utah,Carbon County,84539
8418,Solar,Colorado,Garfield County,
8419,Waste,California,Santa Clara County,94089
8420,Solar,California,San Bernardino County,
8421,Solar,California,San Bernardino County,
8422,Wind,Texas,Moore County,
8423,Solar,Minnesota,Chisago County,55056
8424,Gas,California,Kern County,93224
8425,Wind,Minnesota,Nobles County,56168
8426,Solar,California,,94116
8427,Waste,California,Los Angeles County,91326
8428,Solar,Florida,Columbia County,32055
8429,Solar,Nevada,Nye County,
8430,Oil,Michigan,Washtenaw County,48198
8431,Hydro,Michigan,Gogebic County,
8432,Waste,Georgia,Chatham County,31416
8433,Nuclear,Virginia,Surry County,23883
8434,Solar,Pennsylvania,Snyder County,17870
8435,Gas,California,Sutter County,
8436,Solar,New York,Suffolk County,11933
8437,Solar,Massachusetts,Worcester County,01590
8438,Gas,Florida,Suwannee County,
8439,Solar,Florida,Suwannee County,32060
8440,Wind,Texas,Hartley County,
8441,Solar,South Carolina,Lexington County,29123
8442,Oil,Alaska,Kodiak Island,99615
8443,Hydro,Idaho,Ada County,
8444,Hydro,Alaska,Ketchikan Gateway,
8445,Wind,California,Riverside County,
8446,Wind,Washington,Kittitas County,
8447,Gas,Mississippi,Lauderdale County,39307
8448,Gas,Texas,Brazoria County,
8449,Solar,North Carolina,Lee County,27339
8450,Solar,Wyoming,Sweetwater County,
8451,Wind,Texas,Nolan County,
8452,Wind,Texas,Nolan County,
8453,Wind,Texas,Nolan County,
8454,Wind,Texas,Nolan County,
8455,Wind,Texas,Nolan County,
8456,Hydro,Washington,Skamania County,
8457,Hydro,Washington,Cowlitz County,98616
8458,Hydro,Wyoming,Lincoln County,83110
8459,Other,Florida,Hamilton County,
8460,Hydro,New York,Sullivan County,
8461,Gas,Iowa,Polk County,50131
8462,Gas,Wisconsin,Dane County,53704
8463,Gas,California,Kern County,93305
8464,Waste,California,San Diego County,92071
8465,Gas,Minnesota,Saint Louis County,55750
8466,Hydro,Minnesota,Cass County,56473
8467,Gas,Mississippi,Smith County,38168
8468,Solar,Massachusetts,Hampden County,01008
8469,Solar,Minnesota,Chippewa County,56222
8470,Solar,Minnesota,Dodge County,55927
8471,Solar,New Mexico,Colfax County,87718
8472,Solar,New Mexico,Rio Arriba County,87530
8473,Solar,Massachusetts,Plymouth County,02576
8474,Solar,Massachusetts,Berkshire County,
8475,Solar,Massachusetts,Berkshire County,01254
8476,Solar,Massachusetts,Berkshire County,01201
8477,Solar,Massachusetts,Hampden County,01079
8478,Solar,Minnesota,Kandiyohi County,56281
8479,Solar,Massachusetts,Worcester County,01740
8480,Solar,Maryland,Prince George's County,20744
8481,Biomass,New York,Wyoming County,14591
8482,Gas,Nebraska,Otoe County,68446
8483,Storage,Texas,Travis County,78741
8484,Gas,Michigan,Ingham County,48824
8485,Gas,Texas,Harris County,77064
8486,Gas,Louisiana,Lafayette Parish,70507
8487,Wind,Texas,Moore County,
8488,Solar,Arizona,Maricopa County,85043
8489,Solar,California,Los Angeles County,93536
8490,Solar,California,Los Angeles County,
8491,Gas,Illinois,Champaign County,61820
8492,Solar,Michigan,Leelanau County,49684
8493,Gas,Texas,Harris County,77030
8494,Coal,Michigan,Manistee County,49634
8495,Wind,Minnesota,Pipestone County,56164
8496,Gas,California,Los Angeles County,90802
8497,Solar,Florida,Hillsborough County,33607
8498,Gas,California,Monterey County,93901
8499,Gas,Alaska,North Slope,99734
8500,Gas,Alaska,North Slope,
8501,Hydro,Texas,Guadalupe County,78155
8502,Wind,California,CAL Fire Kern County,93502
8503,Solar,Pennsylvania,Lancaster County,17578
8504,Solar,Texas,Hill County,76692
8505,Wind,Nebraska,Boone County,
8506,Gas,Connecticut,Western Connecticut COG,06810
8507,Coal,Nevada,Eureka County,
8508,Oil,New Mexico,Rio Arriba County,87528
8509,Gas,Mississippi,DeSoto County,38671
8510,Solar,North Carolina,Beaufort County,27817
8511,Solar,North Carolina,Craven County,28562
8512,Wind,Texas,Castro County,79045
8513,Wind,Texas,Castro County,
8514,Hydro,Missouri,Taney County,65516
8515,Hydro,Colorado,La Plata County,
8516,Coal,Minnesota,Cook County,
8517,Wind,Minnesota,Saint Louis County,55768
8518,Gas,California,Kern County,93268
8519,Gas,Louisiana,St. Charles Parish,70057
8520,Hydro,Connecticut,Southeastern Connecticut COG,06380
8521,Wind,Texas,Lynn County,79373
8522,Solar,California,Riverside County,92545
8523,Gas,Ohio,Montgomery County,45408
8524,Waste,California,Santa Barbara County,
8525,Gas,Georgia,Talbot County,
8526,Hydro,New York,Saint Lawrence County,13635
8527,Oil,Pennsylvania,Lehigh County,18102
8528,Gas,Pennsylvania,Northampton County,18013
8529,Oil,Pennsylvania,Schuylkill County,17901
8530,Oil,Pennsylvania,Dauphin County,17104
8531,Oil,Pennsylvania,Luzerne County,18213
8532,Oil,Pennsylvania,Luzerne County,18711
8533,Oil,Pennsylvania,Clinton County,17751
8534,Oil,Pennsylvania,Cumberland County,17008
8535,Oil,Pennsylvania,Lycoming County,17701
8536,Coal,Pennsylvania,Montour County,17884
8537,Nuclear,Pennsylvania,Luzerne County,18601
8538,Hydro,Georgia,Athens-Clarke County,30607
8539,Hydro,Georgia,Habersham County,30573
8540,Wind,Oklahoma,Dewey County,73659
8541,Waste,Idaho,Adams County,
8542,Solar,North Carolina,Bladen County,28441
8543,Solar,North Carolina,Randolph County,27203
8544,Oil,Virginia,Accomack County,23440
8545,Solar,Massachusetts,Berkshire County,
8546,Oil,Guam,,96912
8547,Gas,Massachusetts,Middlesex County,01825
8548,Hydro,New York,Jefferson County,13619
8549,Solar,New York,Oneida County,13440
8550,Solar,North Carolina,Edgecombe County,27886
8551,Solar,California,San Bernardino County,92401
8552,Solar,California,Yolo County,95776
8553,Solar,North Carolina,Cumberland County,28935
8554,Oil,Virginia,Accomack County,23441
8555,Solar,Minnesota,Wright County,55313
8556,Wind,North Dakota,Dickey County,
8557,Coal,Illinois,Macon County,62523
8558,Gas,Tennessee,Loudon County,37774
8559,Hydro,Missouri,Reynolds County,
8560,Solar,Minnesota,Chippewa County,56265
8561,Waste,Georgia,Taylor County,
8562,Solar,Georgia,Taylor County,
8563,Hydro,Colorado,Rio Blanco County,81648
8564,Wind,California,Monterey County,93926
8565,Gas,California,Monterey County,93901
8566,Solar,Minnesota,Chisago County,55084
8567,Solar,North Carolina,Alexander County,28681
8568,Hydro,New York,Lewis County,13327
8569,Waste,Illinois,Tazewell County,61611
8570,Solar,Arizona,Pima County,85628
8571,Gas,Louisiana,St. Mary Parish,70514
8572,Solar,Vermont,Windham County,05301
8573,Solar,Nevada,Clark County,
8574,Solar,Nevada,Clark County,
8575,Oil,Nebraska,Johnson County,68450
8576,Storage,California,Kern County,
8577,Wind,California,CAL Fire Kern County,
8578,Wind,California,Kern County,
8579,Wind,California,San Joaquin County,
8580,Solar,Georgia,Telfair County,31055
8581,Waste,Florida,Liberty County,32360
8582,Hydro,California,Riverside County,92877
8583,Solar,California,Riverside County,92877
8584,Gas,Pennsylvania,Philadelphia County,19122
8585,Solar,Pennsylvania,Berks County,19560
8586,Solar,Massachusetts,Worcester County,01468
8587,Gas,Alabama,Autauga County,36006
8588,Gas,Texas,Grimes County,77875
8589,Gas,Texas,Rusk County,75681
8590,Gas,Georgia,Heard County,
8591,Gas,Alabama,Autauga County,36006
8592,Gas,Virginia,Fluvanna County,
8593,Gas,Pennsylvania,Westmoreland County,15695
8594,Wind,Texas,Sherman County,73960
8595,Oil,Texas,El Paso County,79902
8596,Hydro,Oklahoma,Sequoyah County,
8597,Hydro,North Carolina,Jackson County,
8598,Coal,Tennessee,Sullivan County,37662
8599,Hydro,Connecticut,Southeastern Connecticut COG,06360
8600,Solar,California,Riverside County,92501
8601,Hydro,California,Tulare County,93244
8602,Solar,California,San Bernardino County,91761
8603,Wind,California,CAL Fire Kern County,
8604,Geothermal,Nevada,Churchill County,
8605,Wind,California,CAL Fire Kern County,
8606,Hydro,Alaska,Kodiak Island,
8607,Hydro,Georgia,Rabun County,30573
8608,Gas,Nebraska,Lancaster County,68517
8609,Hydro,Colorado,El Paso County,
8610,Oil,Hawaii,Honolulu County,96707
8611,Gas,Alaska,Kenai Peninsula,99635
8612,Gas,North Dakota,Morton County,58554
8613,Gas,Utah,Salt Lake County,84103
8614,Cogeneration,California,Los Angeles County,90813
8615,Waste,Texas,Bexar County,78263
8616,Other,Texas,Galveston County,77590
8617,Gas,Texas,Galveston County,77590
8618,Gas,Texas,Harris County,77017
8619,Wind,New Mexico,Curry County,88135
8620,Hydro,Massachusetts,Hampden County,01071
8621,Solar,North Carolina,Johnston County,27597
8622,Oil,New York,New York County,10040
8623,Gas,Michigan,Calhoun County,49224
8624,Oil,New York,,11203
8625,Solar,New Jersey,Cumberland County,08360
8626,Solar,New Jersey,Cumberland County,08362
8627,Solar,Maryland,Harford County,21130
8628,Hydro,Oregon,Wasco County,98617
8629,Solar,New Jersey,Mercer County,08607
8630,Gas,Texas,Harris County,77030
8631,Gas,Alabama,Mobile County,36582
8632,Solar,Massachusetts,Worcester County,01453
8633,Hydro,New York,Jefferson County,13691
8634,Oil,South Carolina,York County,29730
8635,Hydro,California,Butte County,95965
8636,Hydro,California,Butte County,95965
8637,Solar,New Jersey,Somerset County,08869
